ID,Name,Phone,Payment,Points,Free_Drinks
2300,Sharon Mann,2808155791,Cash,0,0
2301,Rebecca Zimmerman,4382681020,Cash,0,0
2302,Becky Hansen,5888178154,Card,0,0
2303,Luke Ray,2383745310,Card,0,0
2304,Kelly Lopez,9574218608,Gift Card,0,0
2305,Steven Martinez,6339129008,Cash,0,0
2306,Catherine Smith,2189023557,Card,0,0
2307,Danielle Thornton,4146149153,Cash,0,0
2308,Jill Roman,2616568369,Card,0,0
2309,Jennifer Williams,9753331752,Card,0,0
2310,Allison Kim,9583757550,Cash,0,0
2311,Scott Stewart,9078131128,Card,0,0
2312,Brian Garcia,6289155597,Gift Card,0,0
2313,Charles Scott,8594903557,Gift Card,0,0
2314,Eric Russell,9974472110,Cash,0,0
2315,Lucas Nguyen,4698859698,Card,0,0
2316,Anthony Price,3664975944,Gift Card,0,0
2317,Jason Nguyen,9887942952,Card,0,0
2318,Ronald Martinez,6719248682,Cash,0,0
2319,Paul Willis,4237212676,Cash,0,0
2320,Paul Cruz Jr.,2896745334,Cash,0,0
2321,John Russell,2682391916,Cash,0,0
2322,Mr. David Mercado,7599569593,Card,0,0
2323,Victor Leonard,8813594750,Gift Card,0,0
2324,Justin Glover,8168555821,Gift Card,0,0
2325,Jason Miller,6249617001,Cash,0,0
2326,Christina Faulkner,6078029457,Card,0,0
2327,William Casey,3143856643,Card,0,0
2328,Jessica Buck,6839273702,Card,0,0
2329,Aaron Marshall,3935389846,Card,0,0
2330,Donna Stanton,5983687506,Gift Card,0,0
2331,Timothy Olson,7733885742,Cash,0,0
2332,Sara James,8069045372,Gift Card,0,0
2333,Mark Richards,3088706344,Cash,0,0
2334,Amber Stevenson,6366491757,Card,0,0
2335,Elizabeth Foster,8213825291,Cash,0,0
2336,Charles Hawkins,9419976242,Gift Card,0,0
2337,Jeffrey Bishop,7086633895,Card,0,0
2338,Emily Fleming,2833471780,Gift Card,0,0
2339,Dean Mullins,6715821774,Card,0,0
2340,David Bird,4515411785,Cash,0,0
2341,Joe Greene,2654047664,Cash,0,0
2342,Michael Lucas,5207486880,Cash,0,0
2343,John Valenzuela,4366446186,Gift Card,0,0
2344,Jennifer Woodard,7094812712,Gift Card,0,0
2345,Pamela Medina,2009851822,Gift Card,0,0
2346,Mariah Jones,5577267279,Cash,0,0
2347,Ronnie Powers,4254489089,Cash,0,0
2348,Heather Hess,2964977102,Gift Card,0,0
2349,Heather Thompson,7979759469,Gift Card,0,0
2350,Melissa Smith,9629207783,Cash,0,0
2351,Timothy Wallace,2662633169,Cash,0,0
2352,Alejandro Campbell,2052238353,Card,0,0
2353,Heather Davis,6444732011,Card,0,0
2354,Elizabeth Robbins,5377522188,Card,0,0
2355,Johnny Cox,4982821975,Card,0,0
2356,Tanner Mann,8892061454,Cash,0,0
2357,Craig Nicholson,3213694379,Card,0,0
2358,Sergio Carroll,5342402451,Gift Card,0,0
2359,Juan Keller MD,8412525267,Gift Card,0,0
2360,Krystal Jones,2886986286,Gift Card,0,0
2361,Austin Green,9974774083,Gift Card,0,0
2362,Crystal Mills,4029031638,Gift Card,0,0
2363,Cheryl Gregory,9029057985,Gift Card,0,0
2364,Melissa Patel MD,3334984140,Card,0,0
2365,Jordan Pace,8405109472,Gift Card,0,0
2366,Terri Williams,2842417025,Gift Card,0,0
2367,Jessica Carney,2056723047,Cash,0,0
2368,Michael Owens,6475465134,Gift Card,0,0
2369,Peter Stephenson,3134389225,Gift Card,0,0
2370,Donald Fisher,8433623246,Card,0,0
2371,Aaron Lee,8558224713,Card,0,0
2372,Kenneth Johnson,9346993890,Gift Card,0,0
2373,Vanessa Coleman,6227774688,Cash,0,0
2374,David Martin,6415636677,Cash,0,0
2375,Mark Davis,5778585758,Cash,0,0
2376,Robert Watkins,7229577195,Cash,0,0
2377,Felicia Wright,8707453154,Gift Card,0,0
2378,David Peterson,4697185711,Cash,0,0
2379,Gavin Bauer,7874349227,Cash,0,0
2380,Patricia Harvey,7547049261,Card,0,0
2381,Lori Riley,8363218003,Cash,0,0
2382,Antonio Johnson,9222808888,Cash,0,0
2383,Ryan Brown,8734793256,Cash,0,0
2384,Thomas Ramos,6677174242,Card,0,0
2385,Mark Jones,9006077287,Gift Card,0,0
2386,Kristin Phillips,9165723350,Cash,0,0
2387,Brendan Walton,2362173607,Card,0,0
2388,Kyle Keller,4374478375,Gift Card,0,0
2389,James Pope,6535011176,Card,0,0
2390,Lisa Morgan,5413985730,Cash,0,0
2391,Rachel Gibson,4369539140,Card,0,0
2392,Corey Garcia,2036354918,Cash,0,0
2393,Andrea Clarke,5387209764,Cash,0,0
2394,Kenneth Walsh,9738285603,Gift Card,0,0
2395,Jason Hardy,7659507184,Gift Card,0,0
2396,David Robles,7587439500,Gift Card,0,0
2397,Eric Graham,9322638023,Gift Card,0,0
2398,Nicole Collins,2957469156,Cash,0,0
2399,Patricia Hernandez,5252374838,Gift Card,0,0
2400,Grant Wood,2956193858,Gift Card,0,0
2401,Kevin Gregory,9379419171,Gift Card,0,0
2402,Jonathon Conley,4602347109,Cash,0,0
2403,Jennifer Gonzalez,9926007023,Cash,0,0
2404,Terry Glover,8804787237,Cash,0,0
2405,Michael Neal,4702274176,Card,0,0
2406,Ms. Erin Lane,8568003913,Gift Card,0,0
2407,Lisa Barnes,6783545160,Gift Card,0,0
2408,Jesse Mccormick,4986338873,Card,0,0
2409,Daniel Smith,9714466442,Card,0,0
2410,David Hanson,4426807875,Card,0,0
2411,Nicholas Cisneros,5372059448,Cash,0,0
2412,Patrick Harris,8444553476,Card,0,0
2413,William Cox,5955217615,Card,0,0
2414,Alvin Wilson,6598173134,Cash,0,0
2415,Cory Willis,7566335084,Card,0,0
2416,Amanda Johnson,3439764627,Cash,0,0
2417,Christopher Mcclure,9394676964,Gift Card,0,0
2418,Gina Spencer,7878847150,Cash,0,0
2419,Alex Cameron,2262849279,Gift Card,0,0
2420,Alisha Byrd,4727504929,Gift Card,0,0
2421,Richard Rodriguez,5918738041,Gift Card,0,0
2422,Elizabeth Allen,8312257678,Card,0,0
2423,Mary Pugh,8834761082,Cash,0,0
2424,Yolanda Keith,2846025629,Card,0,0
2425,Ana Thomas,6395771299,Card,0,0
2426,Rebecca Lee,5255673732,Gift Card,0,0
2427,James Greene,6415655600,Gift Card,0,0
2428,Dana Williams,7412281573,Gift Card,0,0
2429,Chelsea Nichols,6032675828,Gift Card,0,0
2430,Erin Brown,4042321841,Cash,0,0
2431,Shelley York,5666931415,Cash,0,0
2432,Stacey Clark,3405784340,Gift Card,0,0
2433,John Alvarado,7555229351,Card,0,0
2434,Jordan Potter,3147493601,Gift Card,0,0
2435,Katrina Jimenez,9926495581,Cash,0,0
2436,Frank Brooks,9026011537,Cash,0,0
2437,Michelle Simpson,9798924660,Card,0,0
2438,James Morse,2212498534,Cash,0,0
2439,Amanda Robinson,3633539425,Cash,0,0
2440,Scott Foster,3196629491,Gift Card,0,0
2441,Stephen Duncan,8576523157,Cash,0,0
2442,Jacqueline Pierce,5186762038,Gift Card,0,0
2443,Bradley Wallace,9887381726,Gift Card,0,0
2444,Kevin Marshall,5167308029,Gift Card,0,0
2445,Jessica Mcdonald,2193163894,Gift Card,0,0
2446,Robert Stewart,4989236383,Gift Card,0,0
2447,Christopher Hall,5047937328,Cash,0,0
2448,Heather Miller,9399236256,Cash,0,0
2449,Kayla Schneider,3796966659,Card,0,0
2450,Tammy Garcia,9779057345,Card,0,0
2451,Andrew Gonzalez,2736242648,Card,0,0
2452,Gary Turner,7696635614,Card,0,0
2453,Melinda Hill,8715892275,Card,0,0
2454,Yolanda Murillo,5422411024,Cash,0,0
2455,Nancy Gaines,5264218115,Gift Card,0,0
2456,Elijah Short,6413242648,Cash,0,0
2457,Jennifer Sullivan,5258932070,Gift Card,0,0
2458,Mary Kennedy,3612507904,Gift Card,0,0
2459,Paige Hernandez,5615248065,Cash,0,0
2460,Darrell Curry,3203018138,Cash,0,0
2461,Jose Hartman,3307389834,Gift Card,0,0
2462,Miranda Murray,3769728223,Gift Card,0,0
2463,Emily Lopez,3032504315,Cash,0,0
2464,Melissa Clark,2766339511,Gift Card,0,0
2465,Justin Brooks,6035425280,Gift Card,0,0
2466,Bethany Harding,7825904590,Card,0,0
2467,Robert Flowers,2396291806,Gift Card,0,0
2468,Jason Jennings,6318292815,Card,0,0
2469,Richard Medina,5068333490,Cash,0,0
2470,Alexander Floyd,3565002620,Cash,0,0
2471,Brittany Cisneros,2248142393,Gift Card,0,0
2472,Mark Morrison,9662034418,Card,0,0
2473,Sharon Baird,6438192415,Cash,0,0
2474,James Ferguson,9607744526,Card,0,0
2475,Brian Hudson,2234538137,Gift Card,0,0
2476,Steven Davis,7567588339,Cash,0,0
2477,Juan Johnson,6829159358,Cash,0,0
2478,Katherine Lopez,3922269118,Card,0,0
2479,Victor Campbell,5455104933,Gift Card,0,0
2480,Matthew Jones,6168255036,Cash,0,0
2481,Joseph Jackson,6017345335,Gift Card,0,0
2482,Jennifer Moore,4527377413,Cash,0,0
2483,Joshua Mendoza,8297763663,Cash,0,0
2484,Troy Glenn,8023904046,Gift Card,0,0
2485,Daniel Reynolds,6189617749,Card,0,0
2486,Karen Munoz,9907292425,Cash,0,0
2487,Laurie Shaw,2927947461,Cash,0,0
2488,Desiree Smith,3989599706,Card,0,0
2489,Austin Ross,6023075190,Cash,0,0
2490,Kelly Kent,4315968069,Cash,0,0
2491,Julia Johnston,8206723538,Card,0,0
2492,Donna Ibarra,9458753053,Card,0,0
2493,Michael Dawson,8335367434,Cash,0,0
2494,Louis Patrick,5672392134,Gift Card,0,0
2495,David Yoder,3089216338,Cash,0,0
2496,Judith Bartlett,6737614538,Cash,0,0
2497,Keith Long,8594107880,Cash,0,0
2498,Cynthia Harrell,4693526811,Gift Card,0,0
2499,Mark Carter,3349561340,Card,0,0
2500,Melissa Bowen,8295303027,Card,0,0
2501,Johnny Riddle,5398144645,Card,0,0
2502,Ian,1234567890,Cash,5,1
